Importance,Level,Job Zone,Code,Occupation
71,79,3,17-3011.00,Architectural and Civil Drafters
71,76,3,49-9062.00,Medical Equipment Repairers
71,75,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
71,75,4,13-1199.05,Sustainability Specialists
71,74,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
71,73,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
71,72,3,31-9091.00,Dental Assistants
71,72,3,51-8012.00,Power Distributors and Dispatchers
71,71,4,17-2141.00,Mechanical Engineers
71,70,4,13-1075.00,Labor Relations Specialists
71,70,4,11-2022.00,Sales Managers
71,69,3,17-3024.01,Robotics Technicians
71,66,5,29-1213.00,Dermatologists
71,66,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
71,65,4,11-2021.00,Marketing Managers
71,64,4,13-2053.00,Insurance Underwriters
71,64,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
71,63,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
71,63,4,13-2041.00,Credit Analysts
71,62,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
71,62,4,13-1121.00,"Meeting, Convention, and Event Planners"
71,58,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
71,56,4,27-2022.00,Coaches and Scouts
71,55,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
71,52,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
71,51,2,33-3041.00,Parking Enforcement Workers
70,76,4,27-2012.05,Media Technical Directors/Managers
70,74,4,53-6051.00,Transportation Inspectors
70,71,4,13-1081.02,Logistics Analysts
70,71,4,11-3071.04,Supply Chain Managers
70,70,4,27-3043.00,Writers and Authors
70,69,4,19-1032.00,Foresters
70,68,4,13-1081.00,Logisticians
70,67,4,27-2032.00,Choreographers
70,67,3,17-3022.00,Civil Engineering Technologists and Technicians
70,65,2,45-2011.00,Agricultural Inspectors
70,65,3,43-4061.00,"Eligibility Interviewers, Government Programs"
70,65,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
70,65,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
70,64,4,11-2011.00,Advertising and Promotions Managers
70,64,5,21-1022.00,Healthcare Social Workers
70,64,3,31-9099.01,Speech-Language Pathology Assistants
70,64,3,41-3041.00,Travel Agents
70,63,2,47-2231.00,Solar Photovoltaic Installers
70,62,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
70,62,2,43-4171.00,Receptionists and Information Clerks
70,61,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
70,56,3,43-3061.00,Procurement Clerks
69,76,2,43-2021.00,Telephone Operators
69,71,4,17-2199.10,Wind Energy Engineers
69,70,4,27-3043.05,"Poets, Lyricists and Creative Writers"
69,69,4,11-9021.00,Construction Managers
69,68,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
69,67,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
69,67,4,11-3031.00,Financial Managers
69,66,2,33-3012.00,Correctional Officers and Jailers
69,66,4,13-1199.06,Online Merchants
69,66,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
69,64,3,19-4031.00,Chemical Technicians
69,63,4,27-1011.00,Art Directors
69,60,2,43-4151.00,Order Clerks
69,59,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
69,59,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
69,58,2,37-2021.00,Pest Control Workers
69,56,2,53-2031.00,Flight Attendants
68,74,4,11-3051.01,Quality Control Systems Managers
68,70,4,17-2112.03,Manufacturing Engineers
68,68,2,47-3013.00,Helpers--Electricians
68,67,4,41-3011.00,Advertising Sales Agents
68,67,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
68,67,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
68,66,4,27-1021.00,Commercial and Industrial Designers
68,66,3,47-4011.00,Construction and Building Inspectors
68,65,3,17-3013.00,Mechanical Drafters
68,65,2,17-3029.01,Non-Destructive Testing Specialists
68,65,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
68,65,2,53-4041.00,Subway and Streetcar Operators
68,64,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
68,62,3,33-1011.00,First-Line Supervisors of Correctional Officers
68,61,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
